env_steps,update,loss_pi,loss_v,entropy,approx_kl,clip_frac,mean_ep_return_recent,mean_ep_len_recent,sps
462000,231,-0.000021,0.000055,0.000508,0.000000,0.000000,-0.033181,1440.00,2001.6
464000,232,-0.000506,0.000055,0.002147,0.000017,0.000250,-0.033181,1440.00,1841.2
466000,233,-0.000577,0.000069,0.002550,0.000817,0.002250,-0.033181,1440.00,1819.4
468000,234,-0.000113,0.000065,0.003297,0.001729,0.003000,-0.033181,1440.00,1802.9
470000,235,-0.000078,0.000039,0.000271,0.000001,0.000000,-0.033181,1440.00,1714.9
472000,236,0.000006,0.000040,0.000065,0.000000,0.000000,-0.033181,1440.00,1929.0
474000,237,-0.000002,0.000036,0.000119,0.000000,0.000000,-0.033181,1440.00,1754.2
476000,238,-0.001438,0.000032,0.000441,0.000243,0.000500,-0.033181,1440.00,1752.7
478000,239,-0.000186,0.000027,0.000282,0.000159,0.000250,-0.033181,1440.00,1755.3
480000,240,-0.000000,0.000027,0.000051,-0.000000,0.000000,-0.033181,1440.00,1567.7
482000,241,-0.000000,0.000027,0.000027,-0.000000,0.000000,-0.033181,1440.00,1491.4
484000,242,0.000660,0.000043,0.001337,0.000972,0.001625,-0.033994,1440.00,1533.0
486000,243,0.000000,0.000034,0.000136,-0.000000,0.000000,-0.033994,1440.00,1490.8
488000,244,-0.000068,0.000026,0.000370,0.000001,0.000000,-0.033994,1440.00,1549.2
490000,245,-0.000112,0.000030,0.000225,0.000001,0.000000,-0.033994,1440.00,1407.9
492000,246,-0.001647,0.000044,0.001452,0.000802,0.001125,-0.033994,1440.00,1722.3
494000,247,-0.000197,0.000036,0.000286,0.000000,0.000000,-0.033994,1440.00,1582.8
496000,248,0.000001,0.000029,0.000132,0.000000,0.000000,-0.033994,1440.00,1784.3
498000,249,-0.000179,0.000038,0.001006,0.000297,0.000375,-0.033994,1440.00,1863.7
500000,250,0.000026,0.000038,0.000495,0.000000,0.000000,-0.033994,1440.00,1796.7
502000,251,-0.001153,0.000027,0.000368,0.001596,0.000750,-0.033994,1440.00,1477.7
504000,252,-0.000023,0.000024,0.000111,0.000000,0.000000,-0.033994,1440.00,1664.2
506000,253,-0.000000,0.000019,0.000034,0.000000,0.000000,-0.033994,1440.00,1833.8
508000,254,-0.000000,0.000024,0.000038,0.000000,0.000000,-0.035651,1440.00,1937.7
510000,255,-0.000000,0.000021,0.000079,0.000000,0.000000,-0.035651,1440.00,2096.9
512000,256,-0.002237,0.000032,0.000898,0.001033,0.001750,-0.035651,1440.00,1746.9
514000,257,0.000012,0.000032,0.000373,0.000000,0.000000,-0.035651,1440.00,1848.3
516000,258,-0.000008,0.000031,0.000454,0.000000,0.000000,-0.035651,1440.00,1730.9
518000,259,-0.000417,0.000040,0.001195,0.000799,0.000875,-0.035651,1440.00,1720.6
520000,260,-0.000801,0.000031,0.000959,0.005062,0.001750,-0.035651,1440.00,1753.1
522000,261,0.000006,0.000020,0.000059,0.000000,0.000000,-0.035651,1440.00,1766.1
524000,262,0.000000,0.000019,0.000048,-0.000000,0.000000,-0.035651,1440.00,1755.4
526000,263,-0.000001,0.000019,0.000104,0.000000,0.000000,-0.035651,1440.00,1529.8
528000,264,-0.000100,0.000026,0.000412,0.000004,0.000000,-0.035651,1440.00,1863.3
530000,265,0.000000,0.000025,0.000019,0.000000,0.000000,-0.035809,1440.00,1841.4
532000,266,0.000000,0.000019,0.000012,0.000000,0.000000,-0.035809,1440.00,1722.3
534000,267,-0.000000,0.000018,0.000061,0.000000,0.000000,-0.035809,1440.00,1789.6
536000,268,0.000000,0.000017,0.000020,-0.000000,0.000000,-0.035809,1440.00,1844.4
538000,269,-0.000000,0.000018,0.000072,0.000000,0.000000,-0.035809,1440.00,2071.5
540000,270,-0.000001,0.000020,0.000049,0.000000,0.000000,-0.035809,1440.00,1853.2
542000,271,-0.001031,0.000043,0.000609,0.003724,0.001125,-0.035809,1440.00,1939.6
544000,272,0.002481,0.000049,0.002046,0.003115,0.002500,-0.035809,1440.00,1839.2
546000,273,-0.002205,0.000062,0.005179,0.006272,0.005000,-0.035809,1440.00,1916.7
548000,274,-0.003718,0.000083,0.006390,0.007218,0.005625,-0.035809,1440.00,1669.2
550000,275,-0.001975,0.000173,0.006971,0.002152,0.002625,-0.035809,1440.00,1790.6
552000,276,-0.001023,0.000089,0.004606,0.003454,0.003750,-0.035809,1440.00,1885.3
554000,277,-0.000780,0.000066,0.004078,0.002386,0.002875,-0.041942,1440.00,1895.2
556000,278,0.001525,0.000061,0.005932,0.002228,0.004250,-0.041942,1440.00,2119.2
558000,279,-0.001833,0.000182,0.011020,0.005316,0.009375,-0.041942,1440.00,2038.3
560000,280,-0.000246,0.000238,0.009100,0.008625,0.008000,-0.041942,1440.00,2125.2
562000,281,-0.002624,0.000183,0.006672,0.003324,0.004125,-0.041942,1440.00,1837.9
564000,282,-0.001909,0.000095,0.004864,0.003701,0.005500,-0.041942,1440.00,1835.0
566000,283,-0.003646,0.000098,0.004836,0.001923,0.005750,-0.041942,1440.00,1903.4
568000,284,-0.001341,0.000086,0.002212,0.002037,0.002500,-0.041942,1440.00,1839.9
570000,285,-0.001494,0.000070,0.004796,0.002024,0.004250,-0.041942,1440.00,1950.4
572000,286,-0.002372,0.000076,0.003611,0.004728,0.004500,-0.041942,1440.00,1943.6
574000,287,-0.000405,0.000045,0.000502,0.000569,0.000375,-0.041942,1440.00,1973.8
576000,288,-0.002174,0.000084,0.004938,0.002058,0.004875,-0.061267,1440.00,1956.8
578000,289,0.000002,0.000071,0.000216,0.000000,0.000000,-0.061267,1440.00,1946.7
580000,290,-0.000671,0.000160,0.000042,0.001833,0.000375,-0.061267,1440.00,1919.3
582000,291,0.000005,0.000628,0.000015,0.000000,0.000000,-0.061267,1440.00,1951.7
584000,292,-0.000858,0.000517,0.001182,0.000137,0.000375,-0.061267,1440.00,1853.4
586000,293,0.000015,0.000206,0.000045,0.000000,0.000000,-0.061267,1440.00,1849.6
588000,294,-0.002502,0.000243,0.000682,0.006766,0.001625,-0.061267,1440.00,1873.1
590000,295,-0.000001,0.000989,0.000001,0.000000,0.000000,-0.061267,1440.00,1943.7
592000,296,-0.000259,0.002709,0.000314,0.007429,0.001625,-0.061267,1440.00,1904.6
