env_steps,update,loss_pi,loss_v,entropy,approx_kl,clip_frac,mean_ep_return_recent,mean_ep_len_recent,sps
292000,146,0.000000,0.000074,0.000491,-0.000000,0.000000,-0.031798,1440.00,2033.8
294000,147,0.000000,0.000074,0.000458,-0.000000,0.000000,-0.031798,1440.00,2583.2
296000,148,0.000000,0.000066,0.000412,-0.000000,0.000000,-0.031798,1440.00,2436.7
298000,149,-0.000000,0.000058,0.000397,-0.000000,0.000000,-0.031798,1440.00,2802.4
300000,150,-0.000000,0.000050,0.000521,-0.000000,0.000000,-0.030006,1440.00,2516.9
302000,151,0.000000,0.000057,0.000385,-0.000000,0.000000,-0.030006,1440.00,2624.1
304000,152,-0.000000,0.000067,0.000685,-0.000000,0.000000,-0.030006,1440.00,2088.8
306000,153,-0.000000,0.000064,0.000711,-0.000000,0.000000,-0.030006,1440.00,1996.3
308000,154,0.000000,0.000047,0.000725,-0.000000,0.000000,-0.030006,1440.00,2117.6
310000,155,-0.000000,0.000052,0.000605,0.000000,0.000000,-0.030006,1440.00,2071.0
312000,156,0.000000,0.000110,0.000464,-0.000000,0.000000,-0.030006,1440.00,2010.5
314000,157,-0.000000,0.002945,0.000382,-0.000000,0.000000,-0.030006,1440.00,1996.9
316000,158,-0.000009,0.002392,0.000754,0.000000,0.000000,-0.030006,1440.00,2378.3
318000,159,0.000002,0.000105,0.001401,0.000000,0.000000,-0.030006,1440.00,2599.8
320000,160,-0.000004,0.000072,0.002073,-0.000000,0.000000,-0.030006,1440.00,2486.0
322000,161,-0.000001,0.000048,0.001382,0.000000,0.000000,-0.030006,1440.00,2662.7
324000,162,-0.000000,0.000059,0.001076,-0.000000,0.000000,-0.030897,1440.00,1982.7
326000,163,0.000000,0.000048,0.001269,-0.000000,0.000000,-0.030897,1440.00,2162.8
328000,164,-0.000001,0.000054,0.001337,0.000000,0.000000,-0.030897,1440.00,1879.0
330000,165,-0.000000,0.000041,0.001220,0.000000,0.000000,-0.030897,1440.00,2344.3
332000,166,-0.000000,0.000045,0.001402,-0.000000,0.000000,-0.030897,1440.00,2156.0
334000,167,-0.000681,0.000052,0.000543,0.001770,0.000875,-0.030897,1440.00,2321.3
336000,168,-0.000000,0.000270,0.000112,0.000000,0.000000,-0.030897,1440.00,2494.4
338000,169,0.000000,0.000912,0.000091,-0.000000,0.000000,-0.030897,1440.00,2137.5
340000,170,0.000000,0.002319,0.000069,-0.000000,0.000000,-0.030897,1440.00,2151.4
342000,171,0.000000,0.000825,0.000093,-0.000000,0.000000,-0.030897,1440.00,2343.2
344000,172,0.000000,0.000075,0.000139,-0.000000,0.000000,-0.030897,1440.00,2026.9
346000,173,-0.000000,0.000093,0.000100,-0.000000,0.000000,-0.031550,1440.00,2241.7
348000,174,-0.000000,0.000152,0.000096,-0.000000,0.000000,-0.031550,1440.00,2143.9
350000,175,-0.000000,0.000163,0.000142,-0.000000,0.000000,-0.031550,1440.00,2551.8
352000,176,0.000000,0.000040,0.000260,-0.000000,0.000000,-0.031550,1440.00,2452.2
354000,177,-0.000000,0.000062,0.000248,-0.000000,0.000000,-0.031550,1440.00,2106.5
356000,178,-0.000000,0.000086,0.000163,-0.000000,0.000000,-0.031550,1440.00,2119.0
358000,179,0.000000,0.000064,0.000161,-0.000000,0.000000,-0.031550,1440.00,2073.3
360000,180,-0.000000,0.000075,0.000237,-0.000000,0.000000,-0.031550,1440.00,2569.6
362000,181,-0.000000,0.000054,0.000166,-0.000000,0.000000,-0.031550,1440.00,2706.3
364000,182,-0.000000,0.000056,0.000235,-0.000000,0.000000,-0.031550,1440.00,2579.3
366000,183,0.000000,0.000032,0.000293,-0.000000,0.000000,-0.031550,1440.00,2435.9
368000,184,0.000000,0.000035,0.000198,-0.000000,0.000000,-0.031550,1440.00,1820.8
370000,185,-0.000000,0.000040,0.000285,-0.000000,0.000000,-0.032758,1440.00,1998.4
372000,186,0.000000,0.000032,0.000277,-0.000000,0.000000,-0.032758,1440.00,1964.4
374000,187,-0.000000,0.000033,0.000309,-0.000000,0.000000,-0.032758,1440.00,3015.8
376000,188,0.000000,0.000035,0.000233,-0.000000,0.000000,-0.032758,1440.00,2677.8
378000,189,-0.000152,0.000039,0.000088,0.000923,0.000375,-0.032758,1440.00,2488.4
380000,190,0.000000,0.001565,0.000044,0.000000,0.000000,-0.032758,1440.00,2064.8
382000,191,0.000000,0.004466,0.000017,-0.000000,0.000000,-0.032758,1440.00,2079.1
384000,192,0.000000,0.003029,0.000049,-0.000000,0.000000,-0.032758,1440.00,2157.4
386000,193,0.000001,0.002564,0.000076,-0.000000,0.000000,-0.032758,1440.00,2062.6
388000,194,-0.000001,0.001763,0.000080,-0.000000,0.000000,-0.032758,1440.00,2123.4
390000,195,-0.000001,0.000575,0.000195,-0.000000,0.000000,-0.032758,1440.00,2224.8
392000,196,0.000000,0.000651,0.000383,-0.000000,0.000000,-0.033773,1440.00,2094.2
394000,197,0.000000,0.000056,0.000303,-0.000000,0.000000,-0.033773,1440.00,2168.7
396000,198,-0.000000,0.000043,0.000269,0.000000,0.000000,-0.033773,1440.00,3105.0
398000,199,-0.000000,0.000037,0.000204,0.000000,0.000000,-0.033773,1440.00,2555.7
400000,200,-0.000000,0.000034,0.000215,0.000000,0.000000,-0.033773,1440.00,2206.9
402000,201,-0.000000,0.000029,0.000264,0.000000,0.000000,-0.033773,1440.00,2357.8
404000,202,-0.000000,0.000039,0.000305,0.000000,0.000000,-0.033773,1440.00,2077.6
406000,203,-0.000000,0.000032,0.000185,0.000000,0.000000,-0.033773,1440.00,2754.1
408000,204,-0.000000,0.000031,0.000231,0.000000,0.000000,-0.033773,1440.00,2884.4
410000,205,-0.000000,0.000031,0.000293,-0.000000,0.000000,-0.033773,1440.00,2447.3
412000,206,-0.000000,0.000027,0.000257,0.000000,0.000000,-0.033773,1440.00,2298.6
414000,207,-0.000000,0.000031,0.000241,0.000000,0.000000,-0.033773,1440.00,2079.1
416000,208,-0.000000,0.000033,0.000263,0.000000,0.000000,-0.033245,1440.00,2309.1
418000,209,-0.000000,0.000031,0.000327,0.000000,0.000000,-0.033245,1440.00,1976.8
420000,210,-0.000000,0.000028,0.000255,-0.000000,0.000000,-0.033245,1440.00,2088.2
422000,211,0.000000,0.000031,0.000310,-0.000000,0.000000,-0.033245,1440.00,2197.3
424000,212,-0.000001,0.000029,0.000470,0.000000,0.000000,-0.033245,1440.00,2265.7
426000,213,0.000000,0.000025,0.000255,0.000000,0.000000,-0.033245,1440.00,2257.0
428000,214,-0.000000,0.000030,0.000182,0.000000,0.000000,-0.033245,1440.00,2041.3
430000,215,-0.000238,0.000055,0.000046,0.001500,0.000375,-0.033245,1440.00,2436.8
432000,216,0.000000,0.000249,0.000001,0.000000,0.000000,-0.033245,1440.00,2721.7
434000,217,0.000000,0.000178,0.000002,0.000000,0.000000,-0.033245,1440.00,1954.9
436000,218,0.000000,0.001052,0.000002,-0.000000,0.000000,-0.033245,1440.00,2191.3
438000,219,-0.000000,0.000137,0.000001,0.000000,0.000000,-0.034076,1440.00,2011.9
440000,220,-0.000000,0.002133,0.000002,-0.000000,0.000000,-0.034076,1440.00,2506.9
442000,221,-0.000000,0.000130,0.000002,0.000000,0.000000,-0.034076,1440.00,2344.0
444000,222,-0.000000,0.000053,0.000002,0.000000,0.000000,-0.034076,1440.00,1950.9
446000,223,-0.000000,0.000052,0.000003,0.000000,0.000000,-0.034076,1440.00,2194.6
448000,224,-0.000000,0.000590,0.000003,0.000000,0.000000,-0.034076,1440.00,2430.7
450000,225,-0.000000,0.000789,0.000005,-0.000000,0.000000,-0.034076,1440.00,2156.0
452000,226,-0.000000,0.000125,0.000008,-0.000000,0.000000,-0.034076,1440.00,2290.7
454000,227,-0.000000,0.000039,0.000008,-0.000000,0.000000,-0.034076,1440.00,2777.2
456000,228,-0.000000,0.000056,0.000009,0.000000,0.000000,-0.034076,1440.00,2581.2
458000,229,-0.000000,0.000065,0.000010,-0.000000,0.000000,-0.034076,1440.00,2217.4
460000,230,-0.000000,0.000057,0.000011,0.000000,0.000000,-0.034076,1440.00,2530.9
462000,231,-0.000000,0.000057,0.000011,0.000000,0.000000,-0.034366,1440.00,2440.5
464000,232,-0.000000,0.000036,0.000009,0.000000,0.000000,-0.034366,1440.00,2400.3
466000,233,-0.000000,0.000022,0.000007,0.000000,0.000000,-0.034366,1440.00,2436.9
468000,234,-0.000000,0.000025,0.000018,0.000000,0.000000,-0.034366,1440.00,2592.7
470000,235,-0.000000,0.000025,0.000032,0.000000,0.000000,-0.034366,1440.00,2708.9
472000,236,-0.000000,0.000020,0.000015,0.000000,0.000000,-0.034366,1440.00,2589.1
474000,237,0.000000,0.000020,0.000007,0.000000,0.000000,-0.034366,1440.00,2431.4
476000,238,0.000000,0.000021,0.000007,0.000000,0.000000,-0.034366,1440.00,1981.5
478000,239,0.000000,0.000026,0.000009,0.000000,0.000000,-0.034366,1440.00,2002.5
480000,240,-0.000000,0.000029,0.000009,0.000000,0.000000,-0.034366,1440.00,2013.6
482000,241,0.000000,0.000028,0.000009,0.000000,0.000000,-0.034366,1440.00,2428.2
484000,242,0.000000,0.000019,0.000011,0.000000,0.000000,-0.033648,1440.00,1919.9
486000,243,-0.000000,0.000021,0.000014,0.000000,0.000000,-0.033648,1440.00,1957.5
488000,244,-0.000000,0.000022,0.000007,0.000000,0.000000,-0.033648,1440.00,2073.5
490000,245,-0.000000,0.000024,0.000011,0.000000,0.000000,-0.033648,1440.00,2305.8
492000,246,0.000000,0.000019,0.000024,0.000000,0.000000,-0.033648,1440.00,2360.8
494000,247,-0.000000,0.000019,0.000010,0.000000,0.000000,-0.033648,1440.00,2268.8
496000,248,0.000000,0.000031,0.000010,0.000000,0.000000,-0.033648,1440.00,1988.1
498000,249,-0.000000,0.000018,0.000009,0.000000,0.000000,-0.033648,1440.00,1983.9
500000,250,-0.000000,0.000020,0.000010,0.000000,0.000000,-0.033648,1440.00,2100.4
502000,251,0.000000,0.000025,0.000009,0.000000,0.000000,-0.033648,1440.00,2266.3
504000,252,0.000000,0.000019,0.000014,0.000000,0.000000,-0.033648,1440.00,2294.1
506000,253,-0.000000,0.000020,0.000024,0.000000,0.000000,-0.033648,1440.00,2076.4
508000,254,-0.000000,0.000022,0.000018,0.000000,0.000000,-0.032657,1440.00,1931.6
510000,255,-0.000000,0.000031,0.000007,0.000000,0.000000,-0.032657,1440.00,2148.6
512000,256,0.000000,0.000031,0.000009,0.000000,0.000000,-0.032657,1440.00,2171.4
514000,257,0.000000,0.000033,0.000011,0.000000,0.000000,-0.032657,1440.00,2197.2
516000,258,0.000000,0.000032,0.000023,0.000000,0.000000,-0.032657,1440.00,1804.1
518000,259,0.000000,0.000021,0.000018,0.000000,0.000000,-0.032657,1440.00,2230.8
520000,260,0.000000,0.000019,0.000014,0.000000,0.000000,-0.032657,1440.00,2491.8
522000,261,0.000000,0.000023,0.000013,0.000000,0.000000,-0.032657,1440.00,2564.7
524000,262,0.000000,0.000054,0.000013,-0.000000,0.000000,-0.032657,1440.00,2006.4
526000,263,-0.000000,0.000072,0.000010,0.000000,0.000000,-0.032657,1440.00,2291.4
528000,264,0.000000,0.000118,0.000017,-0.000000,0.000000,-0.032657,1440.00,2217.9
530000,265,-0.000000,0.000134,0.000010,-0.000000,0.000000,-0.031721,1440.00,2038.0
532000,266,0.000000,0.000016,0.000022,-0.000000,0.000000,-0.031721,1440.00,2287.7
534000,267,0.000000,0.000024,0.000025,0.000000,0.000000,-0.031721,1440.00,2507.9
536000,268,0.000000,0.000046,0.000020,-0.000000,0.000000,-0.031721,1440.00,2798.9
538000,269,0.000000,0.000028,0.000018,0.000000,0.000000,-0.031721,1440.00,2020.8
540000,270,-0.000000,0.000035,0.000012,0.000000,0.000000,-0.031721,1440.00,2250.4
542000,271,-0.000000,0.000027,0.000020,0.000000,0.000000,-0.031721,1440.00,2049.3
544000,272,-0.000000,0.000015,0.000012,0.000000,0.000000,-0.031721,1440.00,2045.5
546000,273,-0.000000,0.000019,0.000016,0.000000,0.000000,-0.031721,1440.00,2194.9
548000,274,0.000000,0.000016,0.000018,0.000000,0.000000,-0.031721,1440.00,2569.6
550000,275,0.000000,0.000019,0.000013,0.000000,0.000000,-0.031721,1440.00,2513.5
552000,276,0.000000,0.000039,0.000021,0.000000,0.000000,-0.031721,1440.00,2229.2
554000,277,-0.000000,0.000016,0.000016,0.000000,0.000000,-0.030264,1440.00,2367.4
556000,278,0.000000,0.000016,0.000022,0.000000,0.000000,-0.030264,1440.00,2349.9
558000,279,0.000000,0.000014,0.000021,0.000000,0.000000,-0.030264,1440.00,2280.7
560000,280,0.000000,0.000031,0.000012,0.000000,0.000000,-0.030264,1440.00,2596.2
562000,281,-0.000000,0.000089,0.000011,-0.000000,0.000000,-0.030264,1440.00,2572.4
564000,282,0.000000,0.000066,0.000017,-0.000000,0.000000,-0.030264,1440.00,2295.4
566000,283,0.000000,0.000031,0.000021,0.000000,0.000000,-0.030264,1440.00,1919.5
568000,284,0.000000,0.000019,0.000024,0.000000,0.000000,-0.030264,1440.00,2103.3
570000,285,0.000000,0.000056,0.000026,-0.000000,0.000000,-0.030264,1440.00,1927.5
572000,286,0.000000,0.000052,0.000029,-0.000000,0.000000,-0.030264,1440.00,2057.5
574000,287,0.000000,0.000016,0.000024,0.000000,0.000000,-0.030264,1440.00,2492.7
576000,288,0.000000,0.000019,0.000015,0.000000,0.000000,-0.030994,1440.00,2295.4
578000,289,-0.000000,0.000030,0.000020,0.000000,0.000000,-0.030994,1440.00,1849.1
580000,290,-0.000000,0.000023,0.000025,0.000000,0.000000,-0.030994,1440.00,1862.5
582000,291,-0.000000,0.000020,0.000018,0.000000,0.000000,-0.030994,1440.00,2371.6
584000,292,-0.000000,0.000015,0.000024,0.000000,0.000000,-0.030994,1440.00,1763.0
586000,293,-0.000000,0.000016,0.000022,0.000000,0.000000,-0.030994,1440.00,2231.4
588000,294,0.000000,0.000049,0.000024,0.000000,0.000000,-0.030994,1440.00,2346.0
590000,295,-0.000000,0.000013,0.000015,0.000000,0.000000,-0.030994,1440.00,2319.3
